"Longitude","Latitude"
-83.24125628,35.02308719
-83.24527081,35.03907107
-83.10823289,35.01933149
-83.34421918,34.90845676
-83.16535281,34.93908024
-83.1764015,34.92854372
-83.16480456,34.94942394
-83.30263219,34.80947342
-83.30826531,34.79004446
-83.26447815,34.94150875
-83.25829959,34.82986263
-83.22337998,34.86826205
-83.16500474,35.03966776
-83.30310188,34.77451804
-83.31708065,34.81601132
-83.37366337,34.75866697
-83.20319563,34.90552273
-83.14920705,35.01966623
-83.10519649,35.0165511
-83.16406475,35.0191799
-83.30317037,34.76367204
-83.38005112,34.77031459
-83.31275623,34.81255145
-83.27076779,34.88796019
-83.25346792,35.03347532
-83.21827856,34.89399192
-83.30039758,34.80081973
-83.29897587,34.80711428
-83.2355424,35.01176714
-83.29660611,34.86986721
-83.09652512,35.02551966
-83.3619632,34.81185548
-83.18013009,34.95367612
-83.3799242,34.80853432
-83.3434889,34.9152972
-83.37210372,34.7640313
-83.18407317,34.95536448
-83.17827506,35.05565009
-83.37079014,34.75220882
-83.30577016,34.85058203
-83.09972437,35.09891802
-83.2182488,34.96889164
-83.15901665,34.92922748
-83.23125832,34.92626242
-83.23276365,34.93965278
-83.16423884,34.92629705
-83.05627772,35.01026709
-83.36113329,34.77641207
-83.36962307,34.75956847
-83.30450655,34.89990014
-83.3647111,34.7662494
-83.36839379,34.78079632
-83.31342941,34.75991222
-83.16825317,34.9073812
-83.09060087,34.96533791
-83.12386578,34.918098
-83.07406215,34.98797667
-83.25263276,35.01813246
-83.16838289,35.01323212
-83.0738513,34.97604154
-83.04582712,35.01347135
-83.16113963,34.9745465
-83.24430337,34.94241966
-83.09829497,35.09828127
-83.2811362,34.99186073
-83.21364834,34.95463159
-83.15841479,34.95186403
-83.37101273,34.78033924
-83.09977647,35.10089504
-83.28230468,35.00265392
-83.26840234,34.9993533
-83.28248656,34.92394571
-83.10132325,35.09854699
-83.1768454,34.89808196
-83.32857643,34.88228755
-83.3122496,34.772262
-83.12078589,35.06156103
-83.10388912,35.02066209
-83.24896726,34.84044416
-83.287568,34.77215479
-83.35616767,34.77527188
-83.34997048,34.77796647
-83.30187035,34.76433066
-83.16471029,35.00744983
-83.28317894,34.7637064
-83.28272915,34.86305019
-83.36439789,34.77711606
-83.35981234,34.8174362
-83.35442228,34.80504419
-83.30592015,34.83751648
-83.32306354,34.80859502
-76.45166121,36.07305236
-77.14925004,36.05956349
-76.67620833,36.43021995
-76.67413192,36.43216001
-76.05898437,36.38286654
-76.6758495,36.43537701
-81.07850879,36.3863756
-81.03550072,36.05276644
-79.55534844,36.20550653
-78.9332929,36.14299068
-78.74464874,35.64093695
-80.11252077,36.37993582
-81.03770287,36.0522351
-80.46920114,36.34168607
-78.94101364,36.14251249
-78.88857553,36.20320961
-81.05727995,36.38861202
-79.00271799,36.02082133
-79.0280512,35.87830414
-80.25529306,36.40838088
-80.26067534,36.39710046
-79.79014604,33.34266456
-76.85269153,36.28139846
-76.85063611,36.28199001
-79.54194433,33.24182257
-85.70257665,33.51107489
-85.83924333,33.37372133
-85.55841603,33.78705885
-85.71234454,33.52172311
-85.80647137,33.49393726
-85.80887081,33.49392394
-85.62272202,33.83513996
-85.83959545,33.37171592
-85.52947937,33.7962711
-85.56145552,33.72928065
-85.84326823,33.44249933
-85.60094075,33.69360702
-85.58302045,33.82863555
-85.71170861,33.52039639
-85.64266575,33.72103025
-85.73152611,33.71917102
-85.67294635,33.62309248
-85.75666586,33.71210087
-83.97568056,35.56157327
-83.92021997,35.60580045
-83.8841928,35.62545634
-83.86770396,35.53271776
-83.97227963,35.55938297
-83.89245931,35.58604034
-83.91123557,35.55320244
-83.97577865,35.55707741
-83.90347146,35.60321279
-83.88176704,35.66450943
-83.92277057,35.57177697
-83.97526902,35.55752073
-83.86585037,35.62215669
-83.97331956,35.55401884
-83.90468861,35.59569664
-83.89440242,35.58914463
-83.97064118,35.5608218
-83.52043834,35.33355298
-83.52275585,35.33229577
-81.38267347,36.42644736
-81.38297139,36.43460849
-81.38244823,36.43355161
-83.52120182,35.32569498
-83.51996996,35.32676668
-81.37992396,36.43272787
-83.51921711,35.33198456
-83.52324186,35.32655169
-82.76555115,35.3606679
-82.77624797,35.35227054
-82.91120823,35.08359234
-82.95491565,35.09793577
-82.90337662,35.08611706
-82.90462429,35.08141524
-83.00476559,35.02746386
-82.89411152,35.09255561
-82.89102135,35.0998025
-82.94212504,35.07689606
-82.94970964,35.08752245
-82.75665027,35.36889176
-82.84373086,35.16277703
-83.04113623,35.00585302
-82.81340671,35.04294015
-82.95458559,35.06648405
-82.95551846,35.09658536
-82.91736543,35.09069641
-80.49204261,36.26423085
-80.29207598,36.42224514
-80.46414193,36.33910233
-79.68795535,35.05794494
-79.68744798,35.05666868
-81.82253662,35.91386789
-83.5975001,35.21402008
-81.84689454,35.93564871
-81.8145719,35.92019308
-81.9032651,35.85245434
-83.61169405,35.19282536
-81.85861728,35.9568621
-81.82455506,35.90354842
-81.83132773,35.88917864
-83.57642523,35.24390018
-81.80946712,35.90047393
-83.5752553,35.19530775
-83.57120494,35.19441384
-83.58505508,35.21009099
-83.572073,35.23319523
