"decimalLongitude","decimalLatitude"
41.825,42.422
42.363,41.579
34.2602,44.823107
26.107783,49.3334
34.543071,49.603542
34.994073,48.462
36.32176,49.62995
36.328314,49.59762
36.310056,50.054768
36.352906,50.005058
36.34266,50.041112
36.25034,50.001483
36.358244,50.039856
26.994174,49.413292
36.214211,50.006221
29.036041,49.803517
36.201167,50.032023
36.394794,50.07901
24.034527,51.222463
36.220966,50.006853
36.342294,50.012904
46.8989,48.05845
24.021448,49.836239
36.31626,49.6183
36.29819,49.61477
36.32668,49.62061
36.20641,50.059362
36.221351,50.008168
36.347477,50.011693
32.618699,52.162706
22.68,48.36
35.199,50.129
35.1994,50.1291
24.33494,41.634923
24.359396,41.666973
24.404889,41.574227
32.239842,50.312403
32.65668,50.836935
34.630036,49.855999
32.768127,50.694367
33.721097,50.060854
33.70337,50.061808
42.155,41.645
44.486,41.591
36.246763,49.989563
36.230382,50.012309
36.253714,50.009379
31.324946,51.500394
36.368941,50.034107
36.321219,49.605214
36.326186,49.620277
36.233307,49.990828
36.356042,50.03132
36.289334,50.053776
36.221259,50.014383
36.183871,49.917901
36.411315,49.923963
28.452809,49.23646
30.798098,46.584718
27.350086,49.393012
36.32262,49.59503
33.752378,44.578986
42.748,41.92
33.396931,52.25681
45.151,42.045
45.107,42.08
29.307,48.65
45.652,42.361
41.981,41.943
18.375661,47.696257
32.614071,46.629452
26.255084,50.510759
36.257665,50.06189
25.936332,48.289862
25.92,48.26
30.763,46.5514
32.941111,51.6275
31.05,47.936
32.941,51.628
31.5,47.93611
34.124143,52.439599
23.899523,51.56564
30.50032,50.37519
30.53236,50.36377
30.5375,50.36646
30.50434,50.35738
30.50156,50.35775
36.30821,49.61746
30.673909,48.622872
24.062053,49.119108
42.191,43.119
26.186233,49.216617
30.757635,46.589097
42.181,41.624
43.408,41.717
24.031927,49.8427
36.30697,49.6094
26.574,48.675
37.405778,49.110443
28.400064,51.092806
38.067,48.925
31.658044,49.362526
31.794468,49.503315
32.019332,49.213616
31.137319,49.44536
24.922684,52.394348
22.303468,48.620608
36.3092,49.61815
30.051,51.415
30.125,51.458
31.906053,46.833067
27.252939,50.201383
44.558,41.502
30.053,51.191
30.053,51.194
35.088978,49.703283
31.833693,49.304433
29.715,51.363
29.706,51.361
29.706,51.371
29.737,51.344
29.703,51.485
29.613,51.472
29.778,51.437
30.052,51.195
32.266194,49.148879
36.327953,49.599201
26.574413,48.675356
26.577379,48.676932
19.581788,49.096794
22.47168,46.85735
44.425,41.534
30.234,51.28
30.052,51.192
31.106121,47.222198
22.39395,46.79681
22.39664,46.80277
22.39033,46.78993
22.39037,46.78991
22.37673,46.85959
34.18,50.749
44.045,41.896
25.59,51.886
36.3413,49.58795
29.81,51.284
30.78,51.57
42.877,41.646
42.891,42.521
37.48573,49.036961
35.275,50.102
34.26,53.78
30.159,51.33
30.153,51.335
29.616,51.395
30.569088,50.60306
21.683097,51.661836
19.05383,49.64337
19.053828,49.64337
35.221,50.056
34.395814,45.719799
31.175295,46.648478
25.852,48.671
37.612849,49.061348
37.637187,48.999218
37.635417,49.06029
37.554243,49.045886
30.774229,46.594596
30.599497,46.777487
42.601,42.377
21.099,52.173
31.08481,46.612696
27.346154,49.38849
33.015,51.756
38.18907,47.288529
19.324051,49.078055
42.216,42.095
41.804,41.899
42.103,42.194
30.112,51.408
19.524945,48.615386
19.622312,48.666685
19.611629,48.675374
19.484228,48.640245
43.481,41.733
43.289,41.724
19.312617,48.609561
19.23221,48.587678
19.129304,48.461649
19.368673,48.58732
43.348,42.498
23.7449,49.912193
25.515,51.522
40.974,42.989
34.956,50.399
30.062,51.388
22.248995,48.534582
44.74,41.742
45.245,41.541
33.848966,44.462817
44.371,41.572
34.69,50.775
34.683,50.763
46.282,41.839
42.775,42.653
41.01,43.007
33.002327,51.613259
32.664835,51.723693
32.715398,51.743519
18.26459,50.10064
26.842,51.397
27.093,51.664
30.203626,45.254732
38.96,45.04
27.350326,49.392727
27.355176,49.392429
18.26865,50.13165
18.27214,50.14363
33.259103,52.007307
30.636351,50.815903
31.691721,51.1253
32.933482,51.623124
18.44841,50.194
30.747175,46.562584
25.911,50.901
35.538517,45.283913
18.27898,50.12981
39.893909,48.150053
32.408797,51.430117
38.116001,48.947119
37.653234,49.009816
30.952673,48.035556
31.031919,47.971006
38.382927,49.012463
38.637524,48.79651
21.45,39.12
18.26535,50.1271
42.133,41.646
22.478243,46.762564
23.912228,51.568698
23.551,40.669
23.854,51.529
33.869947,46.457158
43.23,49.8
43.231,49.801
33.393,52.262
33.823,52.36
31.881121,51.053164
28.26,48.23
28.284454,48.235501
39.698396,48.790616
24.08065,49.816307
30.544,50.715
34.927171,51.035225
27.706,41.782
32.120213,46.445665
24.708932,48.926053
29.420027,45.214331
28.479541,45.185877
28.849186,45.324714
28.427,50.303
30.525159,50.640733
24.082031,49.817397
31.016402,48.008005
31.546944,49.725278
34.101439,44.942684
24.060567,49.82852
34.199452,50.751659
31.53424,49.722841
34.008291,45.116085
33.821686,44.835792
23.8591,52.7025
34.404565,44.676821
26.1,44.43333
34.97361,45.64306
33.749592,45.006715
34.925835,51.027605
34.354704,44.701583
24.065968,49.831939
34.278616,44.699557
34.757702,45.400055
23.19707,49.516399
23.930012,51.500462
24.224264,50.388247
34.010887,44.673709
19.0445,47.5
18.846039,47.700226
22.99922,49.680432
23.8461,52.7126
24.233929,50.388474
24.242391,50.392901
22.996085,49.436514
23.8406,52.7832
23.6227,52.6387
23.8358,52.6827
22.5072,51.7057
23.7878,52.6857
33.98035,44.707247
23.36714,53.88736
23.42599,53.80137
35.218178,44.93572
23.6813,52.6317
23.782,52.7292
23.8802,52.7631
30.240133,50.511202
19.995634,46.871178
23.484044,49.676178
18.637573,46.830776
34.154588,44.621818
31.878747,49.308606
30.574192,50.298786
32.072528,49.119353
31.335784,49.444187
23.912302,49.453871
32.51667,50.25
32.7904,50.188681
32.552914,48.778121
41.066,42.972
32.23692,46.473859
31.496953,49.71857
24.065956,49.824839
24.036135,49.842455
31.13805,50.705331
32.521143,46.522564
23.963589,49.503292
23.963935,49.503138
22.287402,48.625098
30.555505,50.362872
42.62502,47.665646
30.35309,50.539675
41.873,42.487
31.454516,49.751045
30.528715,50.70781
23.69,49.05
30.508124,50.398096
36.345389,49.590767
36.270829,50.041951
46.272,41.827
31.172279,50.767263
33.872351,46.456666
32.649243,46.662858
30.451785,48.378286
31.238968,47.671437
31.420502,52.115745
31.460857,52.058291
36.590877,49.79704
30.221899,51.276303
36.3246,49.624586
36.243089,50.058306
30.354405,50.539223
31.647659,50.633707
33.688504,46.111541
47.3833,52.0333
41.97411,45.45518
32.375042,49.175223
33.98221,46.46613
33.87235,46.45667
36.176219,49.945558
40,51
37.3982,51.1882
34.131797,44.942074
33.965222,44.836297
36.724645,49.876655
34.92137,50.365499
35.238416,50.816905
35.028022,45.035265
43.411,41.835
34.160866,44.902725
44.829,41.679
34.344163,44.860867
36.274755,49.983323
19.6373,50.17102
19.53149,50.5749
19.30793,52.56752
19.85502,50.06459
19.44769,53.32617
19.37024,50.03106
19.35211,50.03737
41.64,41.625
43.379,41.822
46.299,41.857
44.719,41.827
40.887,43.351
42.996,42.33
21.9681,51.4169
23.3153,53.3613
18.9587,53.8427
25.215,46.025
25.2517,42.8204
34.5,45
23.884766,53.891918
31.0476,46.90755
31.60092,47.37732
32.34952,47.67867
32.34557,47.67503
23.645,40.66542
